SpotID	CellType
embryo1_Pos1_cell231_z2	Lateral plate mesoderm
embryo1_Pos1_cell232_z2	Lateral plate mesoderm
embryo1_Pos1_cell234_z2	Surface ectoderm
embryo1_Pos1_cell236_z2	Lateral plate mesoderm
embryo1_Pos1_cell237_z2	Lateral plate mesoderm
embryo1_Pos1_cell239_z2	Lateral plate mesoderm
embryo1_Pos1_cell24_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell240_z2	Lateral plate mesoderm
embryo1_Pos1_cell241_z2	Intermediate mesoderm
embryo1_Pos1_cell242_z2	Lateral plate mesoderm
embryo1_Pos1_cell243_z2	Lateral plate mesoderm
embryo1_Pos1_cell244_z2	Lateral plate mesoderm
embryo1_Pos1_cell245_z2	Lateral plate mesoderm
embryo1_Pos1_cell246_z2	Haematoendothelial progenitors
embryo1_Pos1_cell247_z2	Surface ectoderm
embryo1_Pos1_cell248_z2	Lateral plate mesoderm
embryo1_Pos1_cell249_z2	Lateral plate mesoderm
embryo1_Pos1_cell25_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell250_z2	Intermediate mesoderm
embryo1_Pos1_cell251_z2	Surface ectoderm
embryo1_Pos1_cell252_z2	Lateral plate mesoderm
embryo1_Pos1_cell253_z2	Lateral plate mesoderm
embryo1_Pos1_cell254_z2	Surface ectoderm
embryo1_Pos1_cell255_z2	Endothelium
embryo1_Pos1_cell256_z2	Lateral plate mesoderm
embryo1_Pos1_cell257_z2	Lateral plate mesoderm
embryo1_Pos1_cell258_z2	Lateral plate mesoderm
embryo1_Pos1_cell259_z2	Lateral plate mesoderm
embryo1_Pos1_cell260_z2	Lateral plate mesoderm
embryo1_Pos1_cell261_z2	Surface ectoderm
embryo1_Pos1_cell262_z2	Haematoendothelial progenitors
embryo1_Pos1_cell263_z2	Endothelium
embryo1_Pos1_cell264_z2	Lateral plate mesoderm
embryo1_Pos1_cell265_z2	Lateral plate mesoderm
embryo1_Pos1_cell266_z2	Lateral plate mesoderm
embryo1_Pos1_cell267_z2	Endothelium
embryo1_Pos1_cell268_z2	Haematoendothelial progenitors
embryo1_Pos1_cell269_z2	Lateral plate mesoderm
embryo1_Pos1_cell27_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell270_z2	Surface ectoderm
embryo1_Pos1_cell271_z2	Lateral plate mesoderm
embryo1_Pos1_cell272_z2	Lateral plate mesoderm
embryo1_Pos1_cell274_z2	Lateral plate mesoderm
embryo1_Pos1_cell275_z2	Lateral plate mesoderm
embryo1_Pos1_cell276_z2	Lateral plate mesoderm
embryo1_Pos1_cell277_z2	Lateral plate mesoderm
embryo1_Pos1_cell278_z2	Lateral plate mesoderm
embryo1_Pos1_cell279_z2	Haematoendothelial progenitors
embryo1_Pos1_cell28_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell280_z2	Endothelium
embryo1_Pos1_cell281_z2	Surface ectoderm
embryo1_Pos1_cell282_z2	Lateral plate mesoderm
embryo1_Pos1_cell283_z2	Surface ectoderm
embryo1_Pos1_cell284_z2	Lateral plate mesoderm
embryo1_Pos1_cell285_z2	Lateral plate mesoderm
embryo1_Pos1_cell286_z2	Lateral plate mesoderm
embryo1_Pos1_cell287_z2	Lateral plate mesoderm
embryo1_Pos1_cell288_z2	Haematoendothelial progenitors
embryo1_Pos1_cell289_z2	Lateral plate mesoderm
embryo1_Pos1_cell290_z2	Lateral plate mesoderm
embryo1_Pos1_cell291_z2	Lateral plate mesoderm
embryo1_Pos1_cell292_z2	Surface ectoderm
embryo1_Pos1_cell294_z2	Lateral plate mesoderm
embryo1_Pos1_cell296_z2	Surface ectoderm
embryo1_Pos1_cell297_z2	Lateral plate mesoderm
embryo1_Pos1_cell298_z2	Intermediate mesoderm
embryo1_Pos1_cell299_z2	Lateral plate mesoderm
embryo1_Pos1_cell3_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell30_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell300_z2	Lateral plate mesoderm
embryo1_Pos1_cell301_z2	Endothelium
embryo1_Pos1_cell302_z2	Lateral plate mesoderm
embryo1_Pos1_cell303_z2	Lateral plate mesoderm
embryo1_Pos1_cell304_z2	Haematoendothelial progenitors
embryo1_Pos1_cell306_z2	Endothelium
embryo1_Pos1_cell307_z2	Lateral plate mesoderm
embryo1_Pos1_cell308_z2	Lateral plate mesoderm
embryo1_Pos1_cell31_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell310_z2	Lateral plate mesoderm
embryo1_Pos1_cell311_z2	Lateral plate mesoderm
embryo1_Pos1_cell312_z2	Erythroid
embryo1_Pos1_cell313_z2	Lateral plate mesoderm
embryo1_Pos1_cell314_z2	Lateral plate mesoderm
embryo1_Pos1_cell315_z2	Endothelium
embryo1_Pos1_cell316_z2	Intermediate mesoderm
embryo1_Pos1_cell317_z2	Endothelium
embryo1_Pos1_cell318_z2	Lateral plate mesoderm
embryo1_Pos1_cell32_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell320_z2	Intermediate mesoderm
embryo1_Pos1_cell321_z2	Haematoendothelial progenitors
embryo1_Pos1_cell322_z2	Haematoendothelial progenitors
embryo1_Pos1_cell323_z2	Haematoendothelial progenitors
embryo1_Pos1_cell326_z2	Lateral plate mesoderm
embryo1_Pos1_cell327_z2	Lateral plate mesoderm
embryo1_Pos1_cell329_z2	Lateral plate mesoderm
embryo1_Pos1_cell33_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell330_z2	Lateral plate mesoderm
embryo1_Pos1_cell331_z2	Lateral plate mesoderm
embryo1_Pos1_cell333_z2	Lateral plate mesoderm
embryo1_Pos1_cell334_z2	Lateral plate mesoderm
embryo1_Pos1_cell335_z2	Haematoendothelial progenitors
embryo1_Pos1_cell337_z2	Endothelium
embryo1_Pos1_cell35_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell36_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell37_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell39_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell4_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell40_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell41_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell42_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell43_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell44_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell45_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell47_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell48_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell49_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell5_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell50_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell52_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell53_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell54_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell55_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell56_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell57_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell58_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell59_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell60_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell61_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell63_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell64_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell65_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell66_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell68_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell69_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell7_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell70_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell71_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell72_z2	Spinal cord
embryo1_Pos1_cell73_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell74_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell75_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell76_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell77_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell78_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell80_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell82_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell83_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell84_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell85_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell87_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell88_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell89_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell9_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell90_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell91_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell92_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell94_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell95_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell97_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell98_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos1_cell99_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell10_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell100_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell101_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell102_z2	Definitive endoderm
embryo1_Pos2_cell103_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell104_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell105_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell107_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell109_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell11_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell110_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell112_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell113_z2	Definitive endoderm
embryo1_Pos2_cell114_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell115_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell116_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell117_z2	Neural crest
embryo1_Pos2_cell118_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell119_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell12_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell120_z2	Cranial mesoderm
embryo1_Pos2_cell121_z2	Cranial mesoderm
embryo1_Pos2_cell122_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell123_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell124_z2	Neural crest
embryo1_Pos2_cell125_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell126_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell127_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell129_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell13_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell132_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell133_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell134_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell135_z2	Definitive endoderm
embryo1_Pos2_cell136_z2	Cranial mesoderm
embryo1_Pos2_cell137_z2	Cranial mesoderm
embryo1_Pos2_cell138_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell139_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell14_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell140_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell141_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell142_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell143_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell144_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell145_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell146_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell147_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell148_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell149_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell15_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell150_z2	Neural crest
embryo1_Pos2_cell151_z2	Definitive endoderm
embryo1_Pos2_cell152_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell154_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell155_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell156_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell157_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell158_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell159_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell16_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell160_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell161_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell162_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell163_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell164_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell165_z2	Spinal cord
embryo1_Pos2_cell166_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell167_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell169_z2	Definitive endoderm
embryo1_Pos2_cell17_z2	Definitive endoderm
embryo1_Pos2_cell170_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell171_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell172_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell173_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell174_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell175_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell177_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell178_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell179_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell18_z2	Definitive endoderm
embryo1_Pos2_cell180_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell181_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell182_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell183_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell185_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell186_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell187_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell189_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell19_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell190_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell191_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell192_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell193_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell195_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell196_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell197_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell198_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell199_z2	Spinal cord
embryo1_Pos2_cell20_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell200_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell201_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell202_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell203_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell204_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell205_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell206_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell207_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell208_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell21_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell210_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell212_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell214_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell215_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell216_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell217_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell218_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell219_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell22_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell220_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell221_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell222_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell223_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell224_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell225_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell226_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell227_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell228_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell229_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell23_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell230_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell231_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell232_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell233_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell234_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell235_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell236_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell237_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell238_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell239_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell24_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell240_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell241_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell242_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell243_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell244_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell245_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell246_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell247_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell248_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell249_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell25_z2	Cranial mesoderm
embryo1_Pos2_cell250_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell251_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell252_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell253_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell254_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell255_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell256_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell257_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell259_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell26_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell260_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell261_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell262_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell263_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell264_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell265_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell266_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell267_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell268_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell269_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell27_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell270_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell271_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell272_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell273_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell274_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell275_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell276_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell277_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell278_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell28_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell280_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell281_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell282_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell283_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell284_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell285_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell286_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell287_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell288_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell289_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell290_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell291_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell292_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell293_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell294_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell295_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell296_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell297_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell299_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell3_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell30_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell300_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell301_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell302_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell303_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell304_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell305_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell306_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell307_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell308_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell309_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell31_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell310_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell311_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell312_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell313_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell314_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell315_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell316_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell317_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell318_z2	Neural crest
embryo1_Pos2_cell319_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell32_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell322_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell323_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell324_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell325_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell326_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell327_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell328_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell329_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell33_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell330_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell331_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell332_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell333_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell334_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell335_z2	Spinal cord
embryo1_Pos2_cell336_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell34_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell35_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell36_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell37_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell38_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell40_z2	Cranial mesoderm
embryo1_Pos2_cell41_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell42_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell43_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell44_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell46_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell47_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos2_cell48_z2	Forebrain/Midbrain/Hindbrain
